"","asxEarly_1","asxLate_1","sxEarly_1","asxEarly_2","asxLate_2","sxEarly_2","asxEarly_3","asxLate_3","sxEarly_3","asxEarly_4","asxLate_4","sxEarly_4","asxEarly_5","asxLate_5","sxEarly_5","asxEarly_7","asxLate_7","sxEarly_7","asxEarly_10","asxLate_10","sxEarly_10","asxEarly_15","asxLate_15","sxEarly_15","asxEarly_20","asxLate_20","sxEarly_20","asxEarly_25","asxLate_25","sxEarly_25","asxEarly_30","asxLate_30","sxEarly_30","asxEarly_1000","asxLate_1000","sxEarly_1000"
"1",0,0,0,8,0,23,33,0,35,29,7,43,55,26,40,52,40,40,63,65,40,58,76,48,63,89,46,64,91,42,61,84,53,74,108,46
"2",0,0,0,9,0,35,41,0,33,31,4,29,45,21,38,50,45,44,65,100,44,72,162,46,66,133,41,64,170,51,76,209,42,84,248,48
"3",0,0,0,17,0,38,32,0,68,66,0,88,82,8,100,89,36,141,92,76,151,97,139,155,105,147,157,105,156,158,111,194,173,105,210,183
"4",0,0,0,14,0,21,36,0,49,41,0,78,57,6,102,66,20,122,110,106,139,88,115,173,100,160,169,107,154,166,123,211,151,138,276,159
"5",0,0,0,19,0,22,27,0,60,61,14,55,46,17,67,53,43,84,62,82,90,62,179,96,59,194,103,70,253,96,80,272,99,80,360,112
"6",0,0,0,16,0,25,47,0,68,48,0,105,65,9,100,90,47,131,120,109,126,114,158,144,89,178,166,100,199,178,159,383,127,135,397,159
"7",0,0,0,12,0,31,37,0,38,49,12,41,58,29,48,60,57,54,64,100,51,74,153,45,70,223,53,60,176,59,75,250,57,68,272,62
"8",0,0,0,21,0,28,31,0,58,52,0,86,74,9,94,80,24,107,106,89,89,107,166,97,98,178,110,112,251,110,102,237,114,105,315,128
"9",0,0,0,25,0,27,43,0,64,65,0,81,71,10,100,82,36,121,103,91,124,116,183,146,104,181,172,93,182,176,103,197,177,135,360,162
"10",0,0,0,26,0,22,46,0,36,79,0,50,73,9,66,84,33,70,102,44,93,90,45,105,102,61,98,104,59,88,108,63,97,90,60,128
"11",0,0,0,20,0,28,39,0,42,27,3,70,60,23,62,68,59,100,66,104,92,56,110,108,74,143,99,50,101,104,60,132,112,65,160,118
"12",0,0,0,18,0,33,35,0,65,59,0,66,68,6,83,77,34,101,89,60,96,129,128,88,91,99,122,76,82,135,101,123,125,114,152,118
"13",0,0,0,18,0,30,24,0,68,60,0,95,66,10,96,80,28,123,97,101,130,104,138,152,116,173,140,89,154,191,112,160,159,114,228,180
"14",0,0,0,12,0,19,33,0,59,57,11,52,52,23,54,47,34,85,60,89,93,59,99,112,67,115,112,61,94,110,62,122,114,78,156,118
"15",0,0,0,16,0,28,26,0,66,67,0,69,76,9,76,82,32,76,87,58,105,108,77,94,96,84,104,119,101,100,75,65,115,123,123,115
"16",0,0,0,20,0,24,40,0,64,69,0,68,76,8,75,66,21,103,95,72,102,112,174,108,89,168,118,118,267,104,107,235,116,114,304,124
"17",0,0,0,20,0,21,39,0,57,44,0,102,69,8,97,90,40,127,88,79,139,91,159,158,130,234,140,78,174,188,100,236,173,114,336,184
"18",0,0,0,22,0,25,47,0,50,45,0,71,74,9,75,93,32,85,101,93,83,73,80,132,87,117,115,117,155,99,129,171,98,129,215,106
"19",0,0,0,19,0,28,38,0,50,57,0,95,90,13,104,74,32,135,98,103,143,105,184,150,100,223,179,113,266,169,144,405,129,111,370,186
"20",0,0,0,11,0,29,34,0,36,32,8,58,52,25,69,64,53,56,72,76,81,66,85,104,57,73,101,56,78,96,66,94,103,74,111,110
"21",0,0,0,15,0,17,27,17,31,21,24,42,18,24,43,31,90,38,38,127,43,29,153,48,31,180,44,23,141,54,29,154,45,38,257,50
"22",0,0,0,20,0,28,32,0,65,56,0,94,88,7,76,76,34,137,84,68,136,99,103,148,88,117,161,115,166,153,107,147,161,111,185,183
"23",0,0,0,19,0,33,37,0,61,77,0,70,63,7,113,96,49,126,62,53,177,90,124,156,100,194,175,90,184,176,102,221,162,144,384,153
"24",0,0,0,11,0,30,39,0,72,60,0,89,59,5,105,73,35,132,99,74,128,113,114,147,105,110,151,106,130,151,90,101,189,102,136,195
"25",0,0,0,23,0,21,35,0,51,47,12,72,41,16,84,76,81,97,66,91,101,82,213,102,69,174,108,67,209,111,67,240,111,78,312,122
"26",0,0,0,18,0,23,32,0,62,51,0,84,70,8,87,93,38,130,83,79,139,107,156,153,100,165,154,125,207,149,151,259,128,129,253,168
"27",0,0,0,8,0,18,44,0,26,31,4,32,37,14,36,45,40,34,43,52,36,49,74,47,50,88,43,59,104,36,48,85,41,70,140,46
"28",0,0,0,19,0,18,48,0,55,58,0,80,58,7,116,72,27,133,92,68,128,89,80,163,91,96,172,97,109,170,93,110,170,102,132,177
"29",0,0,0,15,0,23,25,0,61,56,15,69,56,27,79,65,53,84,47,68,112,74,189,100,70,171,103,61,169,117,69,209,112,76,261,110
"30",0,0,0,17,0,26,41,0,55,36,6,82,52,24,84,53,35,91,77,123,78,65,150,117,79,262,100,73,274,113,80,318,108,90,405,102
"31",0,0,0,27,0,27,35,0,69,56,0,61,67,10,84,83,31,83,81,69,116,106,122,102,133,167,86,117,165,101,115,173,105,99,165,126
"32",0,0,0,13,0,36,35,0,35,49,11,40,54,20,46,53,46,49,64,104,42,73,193,54,65,192,58,75,194,56,72,221,55,72,247,49
"33",0,0,0,19,0,25,40,0,32,59,11,31,49,15,39,65,63,38,65,75,42,73,93,48,70,124,47,55,89,56,64,113,57,80,160,51
"34",0,0,0,20,0,32,34,0,82,55,0,92,65,6,131,100,40,128,91,65,155,85,137,167,106,207,168,105,243,164,120,261,168,135,401,165
"35",0,0,0,16,0,29,42,0,54,66,0,88,77,11,90,77,30,101,81,50,115,112,179,102,112,240,110,99,176,114,101,191,118,119,351,117
"36",0,0,0,22,0,23,38,0,43,40,0,97,64,9,114,71,14,134,84,56,137,106,107,143,101,115,153,108,111,144,101,108,165,102,136,183
"37",0,0,0,24,0,29,39,0,51,61,10,85,56,25,76,60,57,89,66,115,96,76,226,100,83,292,96,66,226,124,70,233,116,82,369,114
"38",0,0,0,20,0,25,34,0,62,57,0,73,76,6,116,92,31,124,83,68,145,101,146,159,96,189,169,97,175,176,128,268,150,123,328,177
"39",0,0,0,15,0,29,34,0,28,30,7,28,43,18,33,35,26,42,47,68,44,60,102,38,43,77,41,47,99,38,46,105,46,56,140,44
"40",0,0,0,28,0,18,31,0,57,54,0,102,79,6,88,92,38,122,106,100,151,88,138,168,94,185,173,117,197,163,132,262,144,126,336,171
"41",0,0,0,17,0,36,24,0,66,72,0,63,76,5,72,74,36,103,102,90,93,106,123,105,107,164,102,98,162,120,98,171,122,129,254,108
"42",0,0,0,25,0,27,37,0,53,44,10,82,63,27,67,54,52,108,62,106,101,84,220,90,54,143,116,94,251,91,66,196,119,66,231,132
"43",0,0,0,21,0,29,31,0,36,53,9,38,52,20,42,59,52,47,71,120,52,66,192,56,84,253,51,89,263,48,68,266,59,80,360,59
"44",0,0,0,22,0,29,42,0,50,51,13,65,53,26,83,47,47,117,62,111,98,58,162,106,63,167,114,94,273,83,82,270,104,80,320,106
"45",0,0,0,18,0,29,30,0,69,73,0,66,57,2,109,82,34,142,87,70,129,104,108,148,100,108,150,102,112,168,98,120,170,111,148,183
"46",0,0,0,16,0,25,32,0,57,47,9,69,54,25,78,51,41,92,66,99,97,62,202,111,63,209,118,63,223,102,67,245,119,88,396,108
"47",0,0,0,15,0,32,45,0,49,60,0,60,77,7,74,80,22,89,109,86,95,88,109,112,112,168,94,114,189,102,113,195,114,96,192,136
"48",0,0,0,13,0,32,37,0,63,68,0,79,58,4,112,83,23,141,98,89,138,97,128,149,132,197,138,133,205,145,107,178,157,97,192,195
"49",0,0,0,18,0,35,52,0,56,56,0,96,72,14,107,90,38,105,107,96,144,102,158,147,99,186,162,116,244,136,87,174,173,123,328,171
"50",0,0,0,12,0,25,32,0,56,55,0,69,86,6,72,83,31,79,88,59,80,113,130,88,112,127,104,106,152,115,101,134,113,126,210,110
