"","asxEarly_1","asxLate_1","sxEarly_1","asxEarly_2","asxLate_2","sxEarly_2","asxEarly_3","asxLate_3","sxEarly_3","asxEarly_4","asxLate_4","sxEarly_4","asxEarly_5","asxLate_5","sxEarly_5","asxEarly_7","asxLate_7","sxEarly_7","asxEarly_10","asxLate_10","sxEarly_10","asxEarly_15","asxLate_15","sxEarly_15","asxEarly_20","asxLate_20","sxEarly_20","asxEarly_25","asxLate_25","sxEarly_25","asxEarly_30","asxLate_30","sxEarly_30","asxEarly_1000","asxLate_1000","sxEarly_1000"
"1",0,0,0,13,0,18,58,0,48,36,0,100,77,8,112,89,36,116,82,74,151,100,179,164,98,182,168,115,268,156,107,274,155,117,351,181
"2",0,0,0,20,0,29,33,0,66,54,0,90,67,8,90,46,10,148,115,89,124,90,97,155,88,113,174,115,162,165,110,159,157,111,181,180
"3",0,0,0,13,0,25,45,0,42,48,0,70,74,8,62,82,31,85,105,108,102,101,101,98,97,128,109,77,104,130,102,156,111,111,182,118
"4",0,0,0,13,0,25,39,0,61,78,0,64,80,8,76,75,38,128,83,83,148,111,175,148,110,188,144,138,269,142,107,237,170,111,296,183
"5",0,0,0,19,0,31,52,0,55,63,0,77,55,3,73,87,29,80,72,68,111,99,113,103,94,143,96,104,163,109,105,167,113,108,216,128
"6",0,0,0,18,0,20,24,0,57,50,9,68,43,21,89,74,76,88,77,135,86,78,149,92,56,140,107,72,195,113,74,239,111,72,252,120
"7",0,0,0,16,0,34,38,0,64,74,0,71,41,5,107,84,39,101,75,59,111,117,109,95,96,107,119,109,121,110,108,134,112,99,132,130
"8",0,0,0,21,0,27,27,0,65,33,7,60,69,29,54,60,46,80,53,76,89,65,115,101,57,125,102,69,163,104,71,152,85,72,180,102
"9",0,0,0,15,0,29,25,0,28,52,9,30,34,8,44,58,59,41,46,57,46,60,93,47,70,118,49,84,141,34,65,115,47,70,140,55
"10",0,0,0,20,0,25,37,0,63,33,3,82,60,20,70,74,73,84,68,116,94,50,119,127,87,285,89,65,192,120,64,205,115,77,302,116
"11",0,0,0,13,0,31,30,0,47,46,0,78,78,5,95,87,31,111,89,63,129,92,80,167,115,89,152,121,116,133,97,86,184,132,132,162
"12",0,0,0,27,0,21,36,0,58,64,0,92,63,6,98,88,32,123,83,77,152,102,188,142,97,172,164,94,218,168,119,263,159,117,312,178
"13",0,0,0,17,0,24,31,0,62,60,0,68,75,8,82,99,33,72,71,61,106,93,91,90,104,109,98,121,142,95,108,127,93,105,140,118
"14",0,0,0,14,0,32,46,0,52,54,0,74,75,5,74,86,25,83,91,64,96,95,77,106,113,127,97,112,114,101,82,95,124,121,160,110
"15",0,0,0,23,0,36,41,0,58,55,12,70,53,20,95,62,57,92,66,111,97,67,199,107,77,255,104,63,198,124,77,274,103,78,351,118
"16",0,0,0,15,0,26,28,0,38,34,4,70,41,18,64,40,29,90,45,63,105,52,104,108,67,149,88,62,134,109,77,196,102,80,237,104
"17",0,0,0,22,0,23,27,0,65,46,0,76,69,6,66,73,33,98,97,106,99,99,124,108,85,135,119,114,221,103,98,181,120,125,287,112
"18",0,0,0,22,0,20,39,0,32,39,6,37,55,24,31,37,31,52,74,115,44,73,104,47,67,109,49,66,121,51,72,127,48,80,160,52
"19",0,0,0,20,0,28,36,0,60,63,0,79,85,10,90,102,34,98,89,68,142,68,70,185,96,101,153,109,122,166,85,91,179,119,156,159
"20",0,0,0,20,0,27,38,0,64,74,0,85,49,7,132,80,42,138,95,83,131,96,155,146,111,161,148,122,235,150,124,242,151,150,350,147
"21",0,0,0,15,0,27,39,0,33,54,15,36,49,20,46,58,63,51,53,98,61,61,136,55,57,161,58,56,176,60,61,193,61,64,249,53
"22",0,0,0,23,0,34,32,0,66,48,0,98,65,10,93,80,35,125,78,84,139,124,175,148,100,134,160,96,147,164,108,170,175,126,252,165
"23",0,0,0,27,0,23,38,0,58,61,0,71,87,11,62,84,30,98,102,107,95,92,137,114,101,188,113,113,202,106,114,197,116,123,282,110
"24",0,0,0,17,0,33,31,0,58,38,6,73,31,13,77,55,34,74,63,94,99,77,155,88,82,211,91,66,164,118,61,155,109,86,258,106
"25",0,0,0,10,0,26,44,0,52,42,0,91,60,5,102,97,40,108,91,96,140,98,130,158,86,165,183,112,254,167,108,216,167,123,328,174
"26",0,0,0,16,0,24,69,0,44,69,0,82,64,5,113,79,44,135,89,73,157,96,133,165,101,169,173,113,192,158,121,208,152,114,228,183
"27",0,0,0,17,0,30,34,0,52,38,6,64,49,19,72,58,51,84,72,112,95,57,143,107,81,224,103,81,240,108,65,191,112,76,266,112
"28",0,0,0,25,0,27,26,0,68,59,10,59,41,23,79,45,50,105,63,103,102,58,116,115,74,166,94,67,168,97,81,203,99,78,234,104
"29",0,0,0,20,0,22,40,0,57,78,0,60,78,6,98,88,31,108,81,50,144,97,73,144,92,71,159,123,117,153,116,109,167,114,114,174
"30",0,0,0,21,0,25,42,0,40,72,13,34,54,15,45,74,58,46,61,91,58,73,235,56,85,261,51,92,308,48,91,330,48,76,342,58
"31",0,0,0,12,0,21,35,0,27,38,8,38,38,16,38,56,46,43,58,84,44,44,94,52,64,159,45,61,161,48,57,161,56,82,246,48
"32",0,0,0,14,0,31,32,0,58,42,9,78,49,20,79,70,58,81,57,98,107,87,197,93,55,189,107,80,263,103,82,257,98,80,313,108
"33",0,0,0,17,0,37,43,0,56,59,0,95,73,8,122,70,36,153,76,64,146,107,201,155,107,186,157,94,163,172,103,221,181,120,320,177
"34",0,0,0,22,0,20,25,0,53,55,0,57,61,5,97,72,27,104,114,82,73,112,166,104,103,197,114,105,217,108,75,140,131,123,328,110
"35",0,0,0,27,0,22,41,0,48,70,0,72,47,6,118,76,32,127,103,99,128,87,144,179,94,161,183,95,210,168,109,237,161,78,234,222
"36",0,0,0,19,0,29,33,0,65,71,0,85,68,7,106,82,35,127,87,91,154,116,190,142,106,182,153,89,181,176,136,300,144,112,333,180
"37",0,0,0,10,0,30,39,0,44,48,0,77,56,3,75,75,24,94,105,87,95,87,123,108,109,182,98,110,142,99,114,212,102,132,264,108
"38",0,0,0,23,0,18,29,0,67,50,0,74,89,9,72,61,21,115,100,78,102,109,110,105,115,145,98,92,126,115,112,147,110,99,165,124
"39",0,0,0,18,0,32,33,0,50,62,0,65,84,8,68,88,38,100,68,63,117,99,130,102,120,184,98,75,121,126,89,178,113,120,280,120
"40",0,0,0,18,0,31,45,0,51,53,0,68,71,7,81,80,30,82,101,69,89,92,84,106,104,118,107,99,106,113,111,129,114,105,140,116
"41",0,0,0,14,0,24,39,0,51,40,9,89,71,31,75,62,53,82,55,104,112,69,145,100,65,172,99,72,190,98,63,187,118,62,217,126
"42",0,0,0,17,0,21,32,0,43,53,13,69,64,29,70,57,62,83,54,88,97,68,147,97,67,187,113,81,286,101,78,252,111,88,389,106
"43",0,0,0,15,0,22,26,0,33,36,5,45,56,27,42,47,47,45,59,101,45,58,95,52,61,103,54,64,140,57,68,161,48,72,180,53
"44",0,0,0,12,0,33,38,0,47,71,0,64,64,10,78,76,26,104,82,68,103,97,125,95,120,165,99,92,158,120,108,184,119,108,216,122
"45",0,0,0,17,0,13,19,6,31,18,28,32,22,33,34,25,53,40,29,98,39,27,126,43,29,146,45,30,163,42,34,183,36,29,174,41
"46",0,0,0,18,0,26,53,0,46,64,0,83,74,6,109,96,50,114,93,70,161,97,126,163,139,176,134,105,143,163,122,164,160,129,215,165
"47",0,0,0,22,0,24,40,0,57,55,0,90,73,11,90,65,30,120,88,50,157,112,110,158,91,95,179,127,135,153,124,147,166,114,145,177
"48",0,0,0,15,0,23,25,0,47,36,5,45,56,23,43,65,67,45,56,90,53,62,165,60,71,201,53,84,236,49,68,222,57,92,322,50
"49",0,0,0,14,0,19,25,0,27,37,7,21,53,26,31,51,39,46,43,59,45,61,108,38,41,66,40,54,103,44,58,93,47,56,112,50
"50",0,0,0,18,0,19,22,12,16,23,20,38,25,21,36,30,79,37,20,77,51,28,123,41,31,177,46,34,210,48,30,188,42,29,203,45
