"","asxEarly_1","asxLate_1","sxEarly_1","asxEarly_2","asxLate_2","sxEarly_2","asxEarly_3","asxLate_3","sxEarly_3","asxEarly_4","asxLate_4","sxEarly_4","asxEarly_5","asxLate_5","sxEarly_5","asxEarly_7","asxLate_7","sxEarly_7","asxEarly_10","asxLate_10","sxEarly_10","asxEarly_15","asxLate_15","sxEarly_15","asxEarly_20","asxLate_20","sxEarly_20","asxEarly_25","asxLate_25","sxEarly_25","asxEarly_30","asxLate_30","sxEarly_30","asxEarly_1000","asxLate_1000","sxEarly_1000"
"1",0,0,0,17,0,26,34,0,42,61,0,69,73,6,88,82,34,134,101,87,143,105,167,153,93,186,170,128,285,163,110,233,165,120,320,174
"2",0,0,0,19,0,22,41,0,64,66,0,56,66,10,71,72,32,95,90,70,97,94,131,120,99,170,111,115,267,115,119,305,109,84,252,138
"3",0,0,0,20,0,28,32,0,64,45,0,70,70,8,64,94,36,78,86,45,97,87,87,113,93,94,108,109,116,102,107,129,110,123,164,114
"4",0,0,0,24,0,25,51,0,45,44,0,82,48,2,88,70,22,104,105,110,97,98,124,111,105,168,109,81,132,138,98,156,118,99,198,132
"5",0,0,0,13,0,35,34,0,60,72,0,52,38,6,86,77,33,89,79,64,106,80,121,117,112,190,103,95,186,119,101,211,121,114,260,120
"6",0,0,0,25,0,28,39,0,50,53,0,77,54,3,88,66,30,98,106,90,98,90,144,111,102,221,115,107,241,105,90,193,125,120,360,118
"7",0,0,0,13,0,23,32,0,54,51,14,65,48,18,69,66,53,63,72,131,76,67,164,95,54,135,109,69,220,107,85,260,92,80,280,112
"8",0,0,0,21,0,25,22,0,69,56,11,67,63,33,83,71,68,85,57,97,86,56,124,112,67,208,101,93,308,82,65,214,109,60,240,132
"9",0,0,0,17,0,20,39,0,56,33,7,64,60,28,63,56,55,88,69,101,95,55,140,110,50,152,121,78,257,105,67,207,110,68,264,121
"10",0,0,0,14,0,32,32,0,42,51,7,43,40,26,52,43,32,56,73,113,44,72,182,47,76,245,54,58,186,60,74,276,55,74,333,58
"11",0,0,0,18,0,24,38,0,56,53,9,69,41,19,92,67,60,83,80,139,92,70,178,102,83,250,107,67,227,106,59,192,118,76,296,116
"12",0,0,0,22,0,32,38,0,62,47,0,96,48,4,104,71,28,146,108,95,129,71,68,164,96,158,162,91,160,186,106,197,174,81,189,204
"13",0,0,0,13,0,19,17,0,34,56,7,27,42,21,46,56,48,39,62,88,45,56,106,49,83,190,42,67,172,42,65,167,50,72,213,53
"14",0,0,0,20,0,36,42,0,37,37,8,64,52,27,68,41,37,88,50,59,110,67,100,78,80,139,94,79,133,92,73,134,103,64,128,119
"15",0,0,0,16,0,24,38,0,47,41,0,99,61,6,123,54,14,142,98,99,156,101,106,148,110,137,155,105,130,169,120,177,152,123,205,168
"16",0,0,0,31,0,18,36,0,53,44,9,55,49,23,88,63,57,80,55,101,86,78,169,91,68,146,91,57,141,122,74,206,94,72,216,104
"17",0,0,0,26,0,29,34,0,55,42,0,93,103,11,88,92,36,127,85,53,135,125,116,130,110,120,158,103,118,166,120,142,152,129,172,171
"18",0,0,0,23,0,16,15,3,32,30,30,31,22,35,49,32,86,41,30,114,48,39,212,42,33,161,43,25,143,55,30,178,56,38,266,50
"19",0,0,0,20,0,22,43,0,50,50,12,73,44,19,90,51,32,90,55,77,101,87,201,96,87,263,94,73,242,102,73,285,112,84,378,108
"20",0,0,0,22,0,25,41,0,38,53,12,39,54,19,38,59,61,41,60,85,49,66,167,51,79,231,47,65,197,52,79,235,51,70,245,62
"21",0,0,0,13,0,25,33,0,54,45,0,81,70,4,101,68,28,150,99,93,124,105,125,155,116,171,159,91,150,186,125,205,165,87,174,201
"22",0,0,0,16,0,27,31,0,48,54,0,71,59,6,79,96,35,84,88,71,107,98,90,103,56,64,129,95,108,124,125,149,94,111,148,122
"23",0,0,0,21,0,19,42,0,56,63,0,65,77,7,63,77,30,92,80,56,98,121,160,96,93,153,114,98,166,115,117,197,110,117,229,104
"24",0,0,0,17,0,34,38,0,59,67,0,87,71,8,108,78,26,117,72,55,168,96,148,160,136,254,132,103,205,172,109,253,170,108,288,189
"25",0,0,0,20,0,26,44,0,50,40,11,76,46,17,81,54,51,90,56,100,96,63,134,101,80,214,96,85,262,87,67,159,113,72,252,110
"26",0,0,0,16,0,21,29,0,51,55,13,65,51,26,65,68,53,81,77,104,86,63,126,88,68,168,106,72,188,100,70,169,110,72,216,102
"27",0,0,0,20,0,29,51,0,64,68,0,81,61,7,107,99,43,104,71,61,156,76,77,161,88,182,173,107,293,160,129,314,143,93,310,207
"28",0,0,0,27,0,34,37,0,59,48,0,90,77,9,118,81,29,127,121,125,120,122,237,124,89,188,177,110,274,163,135,337,156,129,378,171
"29",0,0,0,16,0,28,34,0,43,38,7,60,42,16,81,63,61,90,75,88,93,63,145,113,64,183,116,82,280,98,74,245,106,60,240,130
"30",0,0,0,18,0,19,41,0,33,34,4,35,55,24,45,44,43,52,53,92,53,50,117,51,58,145,59,79,177,43,66,170,47,68,204,58
"31",0,0,0,28,0,25,34,0,58,41,10,76,37,19,102,66,53,84,57,94,104,51,130,116,70,219,109,75,235,98,76,288,111,62,279,134
"32",0,0,0,18,0,27,32,0,69,70,0,75,63,5,101,78,23,130,93,68,149,74,131,174,81,151,170,110,235,160,122,292,160,120,320,174
"33",0,0,0,25,0,23,46,0,44,49,0,75,83,11,83,73,31,99,85,75,115,97,173,117,106,196,108,101,215,102,123,264,96,138,368,104
"34",0,0,0,22,0,35,31,0,64,52,0,98,65,7,154,72,38,145,85,90,152,113,177,145,98,183,167,126,269,150,121,258,151,138,362,159
"35",0,0,0,14,0,30,39,0,62,57,0,78,80,15,101,86,27,127,98,97,149,95,129,152,114,149,143,114,202,151,94,170,181,123,246,177
"36",0,0,0,10,0,35,36,0,61,72,0,77,69,4,97,57,26,142,106,83,126,75,129,161,96,176,168,91,206,171,138,293,134,108,288,189
"37",0,0,0,20,0,34,27,0,75,65,0,97,52,5,115,89,24,133,106,71,145,114,188,149,85,157,185,102,198,176,110,225,171,138,368,159
"38",0,0,0,19,0,26,39,0,53,50,0,93,78,5,92,102,27,109,109,86,140,97,146,156,118,215,157,100,200,169,116,256,162,120,320,177
"39",0,0,0,18,0,27,32,0,57,52,8,74,57,25,76,57,56,92,73,77,97,79,243,84,65,229,115,68,236,119,60,213,127,89,390,90
"40",0,0,0,17,0,25,40,0,25,30,4,45,47,16,34,62,43,43,61,112,44,68,149,50,58,119,46,70,188,54,69,177,54,64,192,63
"41",0,0,0,16,0,22,43,0,55,58,0,80,63,4,113,74,29,118,110,113,135,109,150,145,90,154,172,113,183,138,103,193,176,147,343,153
"42",0,0,0,20,0,27,44,0,30,47,11,37,50,26,47,54,48,53,51,93,61,70,174,56,74,237,51,68,205,53,72,242,54,78,312,59
"43",0,0,0,17,0,36,36,0,47,40,9,67,43,18,83,66,73,77,76,123,85,70,195,107,73,176,109,69,265,120,74,253,115,72,360,124
"44",0,0,0,14,0,28,31,0,66,34,6,73,49,21,72,52,57,88,70,124,91,61,148,97,66,170,99,63,184,108,68,204,104,64,224,122
"45",0,0,0,14,0,28,31,0,74,42,4,58,56,20,84,60,68,85,61,92,98,70,204,111,54,159,114,59,216,118,73,278,100,84,369,96
