"","test_freq","outcome","risk","delay","sensitivity","sens_multiplier","Lower","Upper","Min","Q1","Median","Mean","Q3","Max","R0"
"94","3","nInfected","0.645","0","median","0.8","23.8228626742359","23.4374112983668","77.9843444227006","30.9508984166518","19.9430706280021","23.6301369863014","12.9380893079523","0",1.5
"95","4","Infectiousness","0.645","0","median","0.8","30.7588965968178","30.4594565304309","83.7904250476383","34.0987134088155","28.5181131633775","30.6091765636243","23.6734462286942","8.2101739018241",1.5
"96","4","nInfected","0.645","0","median","0.8","19.8688462452238","19.5102677914245","79.9857676570005","25.947340330902","15.9402241594022","19.6895570183241","9.9359544565024","0.929549902152645",1.5
"97","5","Infectiousness","0.645","0","median","0.8","24.043222044011","23.7902767738152","65.9921089663659","27.3374031630371","22.5652891032289","23.9167494089131","18.4256364222179","6.94534393472013",1.5
"98","5","nInfected","0.645","0","median","0.8","14.0442287252558","13.7577638027641","68.9779398683508","16.9409357765522","10.9366660736524","13.90099626401","6.93381960505249","0",1.5
"99","7","Infectiousness","0.645","0","median","0.8","16.1136325844446","15.9042269620971","70.3012958029464","19.2244823687567","15.3767858447082","16.0089297732708","11.2591038920023","0",1.5
"100","7","nInfected","0.645","0","median","0.8","7.7907173369486","7.58910831684967","69.9786514855008","9.9359544565024","5.93310798790251","7.68991282689914","2.93097313645259","0",1.5
"101","10","Infectiousness","0.645","0","median","0.8","10.680445612719","10.504267996026","82.7884869969749","13.4200464650162","10.1214192309832","10.5923568043725","7.22258946452385","0",1.5
"102","10","nInfected","0.645","0","median","0.8","3.8045608718887","3.66297159564378","77.9843444227006","4.93239637075254","1.93026151930262","3.73376623376624","0.929549902152645","0",1.5
"103","15","Infectiousness","0.645","0","median","0.8","5.60186943282963","5.47660747376436","17.9621620391688","8.13224131642339","5.5030313985124","5.53923845329699","3.23383128314491","0",1.5
"104","15","nInfected","0.645","0","median","0.8","1.17359797719905","1.13026254583958","12.9380893079523","1.93026151930262","0.929549902152645","1.15193026151931","0","0",1.5
"105","20","Infectiousness","0.645","0","median","0.8","4.37714993267661","4.25072795817835","16.2494429058763","6.6875648026605","4.08529569356308","4.31393894542748","1.48664023908494","0",1.5
"106","20","nInfected","0.645","0","median","0.8","0.630378488382232","0.601608702509076","6.93381960505249","0.929549902152645","0","0.615993595445654","0","0",1.5
"107","25","Infectiousness","0.645","0","median","0.8","3.29517241635857","3.17029962495445","17.8267896978923","5.5778515347261","2.97477049693562","3.23273602065651","0.390290873299139","0",1.5
"108","25","nInfected","0.645","0","median","0.8","0.486620287839679","0.460720043062316","7.93453122220246","0.929549902152645","0","0.473670165450997","0","0",1.5
"109","30","Infectiousness","0.645","0","median","0.8","2.62450569875442","2.49968870687019","13.0659995119876","5.33706157074797","2.34728583640939","2.5620972028123","0","0",1.5
"110","30","nInfected","0.645","0","median","0.8","0.305899157096531","0.28563259881878","4.93239637075254","0.929549902152645","0","0.295765877957655","0","0",1.5
"111","1","Infectiousness","0.645","3","median","1","39.2493422583371","38.898495352853","94.3406858087365","45.1251490191065","37.4550224533553","39.0739188055951","30.8865001813557","11.0657957517731",1.5
"112","1","nInfected","0.645","3","median","1","29.9847949927063","29.5788122538155","91.9927935141628","37.9441497347613","26.9342408167351","29.7818036232609","18.9270343308978","3.91352216995295",1.5
"113","2","Infectiousness","0.645","3","median","1","31.7842529683373","31.4444036546304","82.4875178734675","37.3481604918468","29.8255592705573","31.6143283114839","23.578492532615","7.5661922469549",1.5
