14,0,30,30,5,26,39,16,28,23,19,45,50,38,32,37,50,60,32,51,58,42,73,60,51,98,47,45,79,73,44,77,81,50,100,46
18,0,39,52,13,44,47,26,49,37,44,71,49,56,63,48,77,89,68,153,90,43,130,87,36,132,103,48,171,84,70,241,79,60,240,84
19,0,55,60,10,64,67,17,93,90,30,98,78,45,109,83,83,130,63,84,142,82,162,135,115,241,123,74,161,138,97,228,170,102,272,147
23,0,39,50,13,27,46,20,40,42,37,36,40,48,43,46,81,41,45,90,44,62,159,42,90,237,31,50,139,41,46,155,40,48,168,40
37,0,44,55,6,78,54,20,72,52,24,91,81,31,101,79,59,103,91,113,108,81,106,129,96,123,126,118,170,133,82,122,125,96,160,126
14,9,2,20,12,23,16,24,32,24,48,22,21,52,18,19,60,20,20,73,23,13,48,28,18,74,27,19,79,29,19,86,30,24,120,20
36,1,38,47,12,46,47,40,63,55,41,77,59,84,76,53,88,64,61,157,77,82,280,68,48,188,112,51,183,93,67,270,90,42,189,98
24,0,36,44,7,58,65,21,49,68,19,76,65,26,90,76,64,95,66,56,106,64,72,107,65,80,135,93,112,105,91,106,89,93,124,126
20,0,28,43,3,28,38,12,36,37,25,35,48,59,42,47,81,42,28,70,38,65,174,38,44,130,41,59,193,39,42,130,53,68,238,41
38,1,27,43,14,39,52,23,48,31,11,72,55,51,74,42,62,72,43,111,101,52,142,66,49,135,64,64,195,53,61,177,76,45,150,80
42,0,43,52,9,76,84,27,61,69,29,76,58,52,83,105,104,85,98,125,80,84,142,75,86,130,82,99,217,85,78,192,110,101,256,98
38,0,28,45,1,81,53,15,90,111,35,81,65,34,127,81,53,149,71,87,118,85,117,106,88,165,132,78,146,140,107,218,148,129,295,138
28,0,46,48,8,83,62,12,71,75,12,87,74,40,117,98,81,115,99,122,112,64,86,104,114,170,139,75,99,143,87,128,166,120,200,126
37,0,48,51,2,75,51,10,68,55,11,98,84,41,73,87,72,77,92,112,78,113,157,74,93,181,90,117,225,65,114,234,81,99,231,101
24,0,47,45,12,45,41,19,50,35,40,57,43,49,85,31,59,89,59,156,92,70,217,84,61,211,87,46,150,106,69,230,83,68,264,92
29,0,45,62,4,92,76,18,70,57,29,139,114,87,117,76,80,129,81,121,146,92,216,155,123,304,135,86,199,163,112,246,145,78,234,183
33,0,35,52,3,55,53,21,91,80,37,85,71,27,92,78,64,91,77,101,98,92,137,77,88,166,89,83,171,93,101,206,91,72,168,90
37,0,34,79,7,61,61,22,89,56,24,119,71,43,120,89,65,142,76,97,137,95,205,152,66,161,167,122,314,134,118,280,144,108,324,174
26,0,28,25,7,39,48,29,46,33,17,57,37,30,42,38,73,49,43,60,56,36,85,84,49,122,43,45,122,79,34,98,85,28,84,74
22,0,41,50,15,39,41,34,68,54,56,64,35,36,80,41,63,72,49,99,83,76,183,61,56,161,70,60,180,70,43,119,80,70,245,78
36,0,39,53,5,53,74,11,74,70,29,84,53,23,108,112,132,85,87,95,83,84,148,89,103,204,87,88,199,84,109,237,88,93,248,94
28,3,40,33,5,32,43,13,36,51,42,38,40,39,28,42,47,43,49,85,33,37,74,32,60,139,37,58,128,34,58,113,30,42,105,39
29,1,46,35,0,61,42,7,68,67,20,84,75,47,123,73,63,110,73,68,111,86,93,118,64,81,140,73,100,119,66,106,143,90,150,138
20,1,25,26,5,37,43,17,45,52,20,55,52,34,60,40,65,71,47,78,71,61,111,77,58,109,63,60,140,81,59,137,79,58,145,74
