0,0,0,14,0,21,30,0,34,42,9,34,54,26,28,53,47,37,48,63,52,38,83,49,57,145,48,59,147,47,70,187,50,60,180,55
0,0,0,14,0,29,27,0,41,45,8,51,42,19,40,62,58,43,57,64,46,53,150,54,58,179,46,84,284,41,50,206,56,88,396,41
0,0,0,18,0,20,33,0,40,35,0,61,69,9,57,46,23,89,67,40,70,91,70,80,95,80,79,85,76,98,99,88,66,96,96,112
0,0,0,13,0,27,42,0,29,27,2,32,46,23,41,50,53,39,68,133,42,48,113,51,58,163,54,55,139,54,81,242,46,72,252,52
0,0,0,16,0,23,28,0,48,44,0,55,66,4,71,73,32,89,103,87,77,56,72,111,109,154,92,120,191,78,115,196,99,99,198,118
0,0,0,12,0,20,20,0,57,37,0,51,65,7,64,69,26,79,98,84,82,86,124,108,95,178,91,81,115,123,140,260,81,126,289,102
0,0,0,17,0,21,30,0,58,47,0,62,80,8,87,85,35,116,88,65,130,104,137,139,86,135,157,105,190,147,114,243,149,87,203,201
0,0,0,11,0,20,28,0,46,41,9,28,31,9,51,51,47,59,29,28,84,45,47,62,40,55,82,59,73,74,44,63,79,70,105,76
0,0,0,8,0,20,35,0,28,44,8,26,40,8,29,37,36,43,70,117,31,53,92,38,58,115,39,48,108,50,56,130,44,60,150,43
0,0,0,15,0,18,35,0,42,43,0,62,65,7,70,72,24,78,78,46,77,102,80,84,83,64,102,83,71,107,116,107,84,122,120,86
0,0,0,15,0,17,29,0,57,43,0,111,63,6,105,71,27,109,76,58,123,90,167,168,115,230,160,80,164,165,67,163,189,111,294,179
0,0,0,15,0,24,40,0,42,60,0,69,66,7,86,87,37,113,83,67,123,101,126,125,91,179,169,87,159,167,123,271,143,120,320,160
0,0,0,16,0,25,32,0,45,52,0,61,71,8,70,73,27,83,67,70,105,71,106,108,87,146,106,112,204,104,118,187,96,135,270,86
0,0,0,22,0,27,46,0,49,54,0,61,53,5,85,84,23,93,79,67,91,109,184,87,104,216,96,104,227,95,105,248,111,117,351,108
0,0,0,17,0,24,39,0,57,40,6,54,50,20,72,74,47,79,47,82,93,62,139,97,66,232,111,73,272,102,47,168,129,66,297,120
0,0,0,14,0,24,46,0,50,55,0,83,46,2,76,77,34,103,103,69,127,80,88,144,112,144,148,123,174,133,84,116,148,120,200,162
0,0,0,10,0,32,36,0,43,29,6,44,45,18,50,54,48,73,53,76,73,82,158,80,68,154,93,50,132,120,60,160,90,98,294,78
0,0,0,16,0,14,30,0,41,48,0,59,53,6,75,55,25,80,79,53,82,94,100,96,114,129,93,99,113,84,123,143,74,96,128,105
0,0,0,15,0,18,47,0,47,51,10,71,43,21,71,64,59,66,62,99,92,53,141,112,71,181,93,62,190,116,78,250,87,72,252,112
0,0,0,20,0,30,23,0,61,41,8,63,63,25,69,54,38,106,62,93,88,67,182,98,69,201,95,72,285,101,74,257,97,78,346,106
0,0,0,14,0,20,27,0,68,55,0,74,75,7,73,81,24,113,96,83,111,96,126,138,102,189,158,100,175,154,94,164,169,117,273,165
0,0,0,20,0,31,39,0,36,34,8,67,61,30,65,64,63,70,74,120,94,72,195,84,80,210,86,88,319,85,72,267,102,78,351,105
0,0,0,21,0,27,36,0,52,47,0,80,72,10,99,73,29,104,83,67,153,77,125,171,125,268,143,135,286,142,85,181,184,124,361,165
0,0,0,11,0,24,41,0,36,38,12,50,41,14,62,60,49,71,35,44,86,68,137,75,63,133,92,64,136,93,70,160,86,72,180,92
0,0,0,13,0,24,36,0,33,50,0,63,55,3,63,78,31,74,81,87,78,77,90,112,93,120,98,102,141,96,100,132,106,126,207,94
0,0,0,14,0,22,36,0,56,43,0,73,55,6,98,74,32,97,97,73,97,73,80,140,77,100,173,116,168,122,103,147,166,87,145,183
0,0,0,14,0,24,20,0,37,38,11,35,50,18,38,48,47,54,65,88,40,74,174,42,67,168,48,68,210,47,60,186,51,76,266,48
0,0,0,18,0,25,38,0,50,35,6,65,42,17,72,43,53,88,72,118,85,74,189,93,45,142,103,70,200,110,66,210,95,56,224,124
0,0,0,16,0,26,27,0,46,60,0,75,56,5,107,110,45,97,106,83,108,93,135,182,115,223,134,98,222,175,125,260,152,126,378,171
0,0,0,18,0,13,38,0,23,48,13,33,41,19,31,43,40,37,57,111,37,56,133,50,61,138,44,45,134,56,78,218,46,66,226,52
0,0,0,20,0,19,26,0,45,44,7,73,40,14,81,47,37,93,63,123,83,75,174,92,67,190,86,60,160,108,65,174,106,62,217,108
0,0,0,14,0,22,44,0,63,52,0,55,64,10,112,96,42,111,92,86,128,90,136,152,101,222,160,94,173,178,106,231,172,117,312,174
0,0,0,22,0,19,42,0,33,48,10,60,51,21,64,47,41,90,54,104,86,63,160,97,65,174,107,63,195,97,59,171,98,84,294,100
0,0,0,16,0,21,38,0,53,45,0,83,55,5,108,76,25,109,116,105,118,106,188,141,118,240,135,96,267,162,101,256,173,126,414,162
0,0,0,10,0,21,27,0,33,51,14,45,38,19,70,47,41,84,54,85,106,52,94,66,63,153,104,54,149,95,78,208,78,60,178,117
0,0,0,20,0,19,26,0,39,39,0,75,58,10,75,102,34,71,77,68,95,80,108,105,81,136,113,85,135,94,108,182,92,105,210,110
0,0,0,18,0,29,43,0,41,56,0,63,63,8,81,91,35,77,77,53,88,58,69,110,110,212,102,101,189,101,129,231,90,99,231,114
0,0,0,14,0,25,26,0,60,28,5,81,63,33,62,51,32,96,67,132,89,51,141,101,70,207,105,49,152,121,69,278,98,86,430,98
0,0,0,13,0,19,31,0,28,30,6,33,33,15,32,50,40,32,41,68,41,64,100,43,36,55,38,61,107,39,47,89,41,56,112,45
0,0,0,14,0,21,23,0,44,35,5,46,32,14,71,51,47,59,59,84,78,53,81,85,65,116,77,45,66,84,59,107,87,70,140,104
0,0,0,11,0,20,23,0,59,39,10,77,53,22,70,64,53,77,61,104,90,57,121,103,62,161,103,74,219,99,58,166,111,72,246,102
0,0,0,20,0,26,27,0,55,39,0,72,79,4,63,76,30,88,96,87,79,93,148,87,73,149,103,84,150,119,82,163,109,114,264,114
0,0,0,16,0,16,26,0,47,60,0,82,72,9,84,108,47,90,91,71,143,103,172,143,89,140,159,121,231,145,80,119,189,91,210,195
0,0,0,18,0,26,47,0,43,44,0,57,38,2,63,91,34,72,68,51,93,75,75,104,96,117,105,92,126,88,117,182,89,108,176,110
0,0,0,12,0,14,9,0,19,20,4,25,51,22,25,29,17,21,31,26,39,51,45,26,35,31,40,48,45,30,56,55,29,38,38,35
0,0,0,11,0,16,28,0,35,32,9,51,35,17,50,50,49,67,26,28,98,59,73,74,50,58,76,76,104,75,43,62,96,72,108,80
0,0,0,11,0,26,38,0,47,51,14,56,47,21,68,60,50,65,47,48,94,57,131,101,68,206,93,66,194,101,69,210,97,58,203,123
0,0,0,15,0,42,41,0,61,64,0,78,71,7,89,101,42,114,101,77,116,77,113,172,118,229,145,146,319,119,121,294,144,104,306,189
0,0,0,10,0,15,23,0,34,49,8,35,50,22,42,36,29,38,69,135,50,63,189,45,58,166,51,57,175,47,62,211,55,74,296,48
0,0,0,13,0,22,31,0,27,43,6,29,56,29,37,56,57,39,64,120,46,61,127,54,76,224,42,58,150,47,47,137,54,60,210,55
