"","test_freq","outcome","risk","delay","sensitivity","sens_multiplier","Lower","Upper","Min","Q1","Median","Mean","Q3","Max","R0"
"32","5","nInfected","0.96","1","random","1","49.6677305599514","45.3285112525687","100","100","100","47.4981209062601","94.899602705895","0",2
"33","7","Infectiousness","0.96","1","random","1","54.6332514528152","50.3108182301087","100","100","100","52.4720348414619","97.7452626771427","0",2
"34","7","nInfected","0.96","1","random","1","41.6655090315309","37.1920019745896","100","100","100","39.4287555030602","94.899602705895","0",2
"35","10","Infectiousness","0.96","1","random","1","46.9106005037947","42.4175816354732","100","100","100","44.6640910696339","99.6661387365366","0",2
"36","10","nInfected","0.96","1","random","1","36.2618932451755","31.6539233552755","100","100","100","33.9579083002255","94.899602705895","0",2
"37","15","Infectiousness","0.96","1","random","1","30.4512801777113","25.7379280164783","100","100","100","28.0946040970948","95.6272008121973","0",2
"38","15","nInfected","0.96","1","random","1","19.2756389296495","14.4299339254992","100","100","100","16.8527864275744","94.899602705895","0",2
"39","20","Infectiousness","0.96","1","random","1","21.002667789279","16.1014305763136","100","100","100","18.5520491827963","95.8855527527473","0",2
"40","20","nInfected","0.96","1","random","1","13.81717413036","8.88227824803576","100","100","100","11.3497261891979","94.899602705895","0",2
"41","25","Infectiousness","0.96","1","random","1","18.243654404617","13.2863868634198","100","100","100","15.7650206340184","96.1162351689165","0",2
"42","25","nInfected","0.96","1","random","1","11.9731838214873","7.02176946961114","100","100","100","9.49747664554923","94.899602705895","0",2
"43","30","Infectiousness","0.96","1","random","1","9.23190575523563","4.17847798426604","100","100","100","6.70519186975084","95.0836674948391","0",2
"44","30","nInfected","0.96","1","random","1","3.35500718989503","0","100","100","100","0.832170084827655","94.899602705895","0",2
"45","1","Infectiousness","0.645","1","random","1","96.4375564822913","92.0001731492268","100","100","100","94.218864815759","100","0",1.5
"46","1","nInfected","0.645","1","random","1","82.1301936603658","77.5937261038157","100","100","100","79.8619598820907","100","0",1.5
"47","2","Infectiousness","0.645","1","random","1","87.7501853558974","83.2204324151633","100","100","100","85.4853088855304","100","0",1.5
"48","2","nInfected","0.645","1","random","1","70.2433644899766","65.4817056085208","100","100","100","67.8625350492487","100","0",1.5
"49","3","Infectiousness","0.645","1","random","1","81.9057199160234","77.2757546322047","100","100","100","79.590737274114","100","0",1.5
"50","3","nInfected","0.645","1","random","1","65.5080615333776","60.6260962062155","100","100","100","63.0670788697965","100","0",1.5
"51","4","Infectiousness","0.645","1","random","1","77.4987023638796","72.7615970803198","100","100","100","75.1301497220997","100","0",1.5
"52","4","nInfected","0.645","1","random","1","64.5705299930247","59.6080594095204","100","100","100","62.0892947012726","100","0",1.5
"53","5","Infectiousness","0.645","1","random","1","69.1227431940499","64.2800170438491","100","100","100","66.7013801189495","100","0",1.5
"54","5","nInfected","0.645","1","random","1","52.1166929767812","46.9846083389137","100","100","100","49.5506506578474","100","0",1.5
"55","7","Infectiousness","0.645","1","random","1","69.4798810233141","64.5771290164145","100","100","100","67.0285050198643","100","0",1.5
"56","7","nInfected","0.645","1","random","1","58.3082342032175","53.2166777243115","100","100","100","55.7624559637645","100","0",1.5
"57","10","Infectiousness","0.645","1","random","1","43.8275100778397","38.4480097062774","100","100","100","41.1377598920586","100","0",1.5
"58","10","nInfected","0.645","1","random","1","30.8860115692125","25.2646822261718","100","100","100","28.0753468976921","100","0",1.5
"59","15","Infectiousness","0.645","1","random","1","27.4407009542087","21.7988995750254","100","100","100","24.6198002646171","100","0",1.5
"60","15","nInfected","0.645","1","random","1","13.4152269700202","7.53523675850091","100","100","100","10.4752318642606","100","0",1.5
"61","20","Infectiousness","0.645","1","random","1","18.7340864544714","12.9168319098722","100","100","100","15.8254591821718","100","0",1.5
"62","20","nInfected","0.645","1","random","1","7.2325127855814","1.23682361531012","100","100","100","4.23466820044576","100","0",1.5
"63","25","Infectiousness","0.645","1","random","1","23.1688629370211","17.3777961623858","100","100","100","20.2733295497034","100","0",1.5
"64","25","nInfected","0.645","1","random","1","13.3223606059151","7.39803625942393","100","100","100","10.3601984326695","100","0",1.5
"65","30","Infectiousness","0.645","1","random","1","17.0348304956788","11.1853331646894","100","100","100","14.1100818301841","100","0",1.5
"66","30","nInfected","0.645","1","random","1","4.97488796282241","0","100","100","100","1.96275792652241","100","0",1.5
"67","1","Infectiousness","0.645","3","random","1","76.7261905014356","72.1171440363163","100","100","100","74.4216672688759","100","0",1.5
"68","1","nInfected","0.645","3","random","1","68.1251579941243","63.4584296627086","100","100","100","65.7917938284164","100","0",1.5
"69","2","Infectiousness","0.645","3","random","1","57.7516799493776","52.7860133750707","100","100","100","55.2688466622242","100","0",1.5
"70","2","nInfected","0.645","3","random","1","51.3073259860284","46.3257699787054","100","100","100","48.8165479823669","100","0",1.5
"71","3","Infectiousness","0.645","3","random","1","58.8623747811978","53.8583207017811","100","100","100","56.3603477414895","100","0",1.5
"72","3","nInfected","0.645","3","random","1","53.7927258822621","48.8183287125158","100","100","100","51.3055272973889","100","0",1.5
"73","4","Infectiousness","0.645","3","random","1","47.8543154626981","42.612948973889","100","100","100","45.2336322182936","100","0",1.5
"74","4","nInfected","0.645","3","random","1","44.9229532046267","39.78372702596","100","100","100","42.3533401152933","100","0",1.5
"75","5","Infectiousness","0.645","3","random","1","42.044100132871","36.6663383922521","100","100","100","39.3552192625616","100","0",1.5
"76","5","nInfected","0.645","3","random","1","41.1574808188592","35.9398403069462","100","100","100","38.5486605629027","100","0",1.5
"77","7","Infectiousness","0.645","3","random","1","26.9408046576621","21.3275278128119","100","100","100","24.134166235237","100","0",1.5
"78","7","nInfected","0.645","3","random","1","25.8231187387656","20.3620287688641","100","100","100","23.0925737538149","100","0",1.5
"79","10","Infectiousness","0.645","3","random","1","23.4954660890081","17.7920081981513","100","100","100","20.6437371435797","100","0",1.5
"80","10","nInfected","0.645","3","random","1","23.0815472137204","17.5288291850589","100","100","100","20.3051881993896","100","0",1.5
"81","15","Infectiousness","0.645","3","random","1","13.2036051639524","7.3307442741469","100","100","100","10.2671747190497","100","0",1.5
"82","15","nInfected","0.645","3","random","1","12.428764117473","6.70992696424957","100","100","100","9.56934554086131","100","0",1.5
"83","20","Infectiousness","0.645","3","random","1","6.74052159013324","0.783438601454624","100","100","100","3.76198009579393","100","0",1.5
"84","20","nInfected","0.645","3","random","1","5.01119332928899","0","100","100","100","2.10240759579518","100","0",1.5
"85","25","Infectiousness","0.645","3","random","1","24.454220187257","18.6916130929649","100","100","100","21.572916640111","100","0",1.5
"86","25","nInfected","0.645","3","random","1","25.0508572721938","19.4930559187183","100","100","100","22.2719565954561","100","0",1.5
"87","30","Infectiousness","0.645","3","random","1","9.95122651096449","4.00850472778492","100","100","100","6.97986561937471","100","0",1.5
"88","30","nInfected","0.645","3","random","1","9.08836860934272","3.29549032588954","100","100","100","6.19192946761613","100","0",1.5
"89","1","Infectiousness","0.645","5","random","1","53.0181031770375","47.9894038294713","100","100","100","50.5037535032544","100","0",1.5
"90","1","nInfected","0.645","5","random","1","55.9556547129761","51.1381374164455","100","100","100","53.5468960647108","100","0",1.5
"91","2","Infectiousness","0.645","5","random","1","36.5294917332876","31.1760660345156","100","100","100","33.8527788839016","100","0",1.5
"92","2","nInfected","0.645","5","random","1","42.9133960010702","37.898056781879","100","100","100","40.4057263914746","100","0",1.5
"93","3","Infectiousness","0.645","5","random","1","32.6318164885509","27.2011142506504","100","100","100","29.9164653696007","100","0",1.5
"94","3","nInfected","0.645","5","random","1","39.9406619790992","34.86193158834","100","100","100","37.4012967837196","100","0",1.5
"95","4","Infectiousness","0.645","5","random","1","39.3744658776863","34.0372213017433","100","100","100","36.7058435897148","100","0",1.5
"96","4","nInfected","0.645","5","random","1","45.660353142348","40.6720600309203","100","100","100","43.1662065866341","100","0",1.5
"97","5","Infectiousness","0.645","5","random","1","29.8652943115753","24.3597128198712","100","100","100","27.1125035657233","100","0",1.5
"98","5","nInfected","0.645","5","random","1","37.0926688112719","31.9450149532527","100","100","100","34.5188418822623","100","0",1.5
"99","7","Infectiousness","0.645","5","random","1","19.4169321453692","13.7693578438705","100","100","100","16.5931449946199","100","0",1.5
"100","7","nInfected","0.645","5","random","1","25.1565855366194","19.8199824803287","100","100","100","22.488284008474","100","0",1.5
"101","10","Infectiousness","0.645","5","random","1","7.10573982124028","1.27716313944747","100","100","100","4.19145148034387","100","0",1.5
"102","10","nInfected","0.645","5","random","1","12.0542746973733","6.51155954542052","100","100","100","9.28291712139693","100","0",1.5
"103","15","Infectiousness","0.645","5","random","1","11.8986174242419","6.14741195139792","100","100","100","9.02301468781989","100","0",1.5
"104","15","nInfected","0.645","5","random","1","14.4857115785655","8.9334320306019","100","100","100","11.7095718045837","100","0",1.5
"105","20","Infectiousness","0.645","5","random","1","8.37106365999256","2.56272335732712","100","100","100","5.46689350865984","100","0",1.5
"106","20","nInfected","0.645","5","random","1","10.5063085055263","4.91386225906249","100","100","100","7.71008538229441","100","0",1.5
"107","25","Infectiousness","0.645","5","random","1","2.94390533508776","0","100","100","100","0.036109512656434","100","0",1.5
"108","25","nInfected","0.645","5","random","1","2.72370531153851","0","100","100","100","0","100","0",1.5
"109","30","Infectiousness","0.645","5","random","1","15.9024507611926","10.2157043263657","100","100","100","13.0590775437791","100","0",1.5
"110","30","nInfected","0.645","5","random","1","16.8955130838677","11.3769398916732","100","100","100","14.1362264877704","100","0",1.5
"111","1","Infectiousness","0.645","1","random","0.8","94.3747799177174","89.8191005466254","100","100","100","92.0969402321714","100","0",1.5
"112","1","nInfected","0.645","1","random","0.8","81.2955008532794","76.61667810281","100","100","100","78.9560894780447","100","0",1.5
"113","2","Infectiousness","0.645","1","random","0.8","87.576132123478","82.920828882496","100","100","100","85.248480502987","100","0",1.5
"114","2","nInfected","0.645","1","random","0.8","76.0705523063472","71.282012279026","100","100","100","73.6762822926866","100","0",1.5
"115","3","Infectiousness","0.645","1","random","0.8","72.7554842341174","67.8603936026666","100","100","100","70.307938918392","100","0",1.5
"116","3","nInfected","0.645","1","random","0.8","58.4487202605214","53.3235174437793","100","100","100","55.8861188521503","100","0",1.5
"117","4","Infectiousness","0.645","1","random","0.8","76.8145539454293","71.923416678092","100","100","100","74.3689853117606","100","0",1.5
"118","4","nInfected","0.645","1","random","0.8","66.990310187934","61.9544815571891","100","100","100","64.4723958725616","100","0",1.5
"119","5","Infectiousness","0.645","1","random","0.8","63.489763175485","58.3732651010606","100","100","100","60.9315141382728","100","0",1.5
"120","5","nInfected","0.645","1","random","0.8","51.9898631906646","46.6770043245874","100","100","100","49.333433757626","100","0",1.5
"121","7","Infectiousness","0.645","1","random","0.8","40.9189304859391","35.4126085571489","100","100","100","38.165769521544","100","0",1.5
"122","7","nInfected","0.645","1","random","0.8","26.8505069233706","21.0820079519778","100","100","100","23.9662574376742","100","0",1.5
"123","10","Infectiousness","0.645","1","random","0.8","25.5438754544057","19.7277888479779","100","100","100","22.6358321511918","100","0",1.5
"124","10","nInfected","0.645","1","random","0.8","13.83830599083","7.86840486252539","100","100","100","10.8533554266777","100","0",1.5
"125","15","Infectiousness","0.645","1","random","0.8","24.3818547862716","18.4830138077018","100","100","100","21.4324342969867","100","0",1.5
"126","15","nInfected","0.645","1","random","0.8","15.4712407594525","9.4741535314265","100","100","100","12.4726971454395","100","0",1.5
"127","20","Infectiousness","0.645","1","random","0.8","14.8761970937773","8.84521123455403","100","100","100","11.8607041641657","100","0",1.5
"128","20","nInfected","0.645","1","random","0.8","5.71492795320848","0","100","100","100","2.65120132560067","100","0",1.5
"129","25","Infectiousness","0.645","1","random","0.8","3.3639319347654","0","100","100","100","0.238986503611127","100","0",1.5
"130","25","nInfected","0.645","1","random","0.8","0","0","100","100","100","0","100","0",1.5
"131","30","Infectiousness","0.645","1","random","0.8","16.5203791482547","10.4649199815588","100","100","100","13.4926495649067","100","0",1.5
"132","30","nInfected","0.645","1","random","0.8","9.99854817383971","3.90519514166831","100","100","100","6.95187165775401","100","0",1.5
"133","1","Infectiousness","0.645","0","perfect","1","101.929587858292","97.7026638926867","100","100","100","99.8161258754892","100","53.5732228912159",1.5
"134","1","nInfected","0.645","0","perfect","1","88.3428466084082","84.0502925149243","100","100","100","86.1965695616662","100","0",1.5
"135","2","Infectiousness","0.645","0","perfect","1","100.729665874681","96.5000920821851","100","100","100","98.614878978433","100","0",1.5
"136","2","nInfected","0.645","0","perfect","1","85.0763006171982","80.7282188491781","100","100","100","82.9022597331881","100","0",1.5
"137","3","Infectiousness","0.645","0","perfect","1","98.9019499335433","94.6651153177595","100","100","100","96.7835326256514","100","0",1.5
"138","3","nInfected","0.645","0","perfect","1","84.3700610484126","80.0323348132808","100","100","100","82.2011979308467","100","0",1.5
"139","4","Infectiousness","0.645","0","perfect","1","98.9019374127586","94.6629483523514","100","100","100","96.782442882555","100","0",1.5
"140","4","nInfected","0.645","0","perfect","1","87.2901874838292","82.9929598072135","100","100","100","85.1415736455214","100","0",1.5
"141","5","Infectiousness","0.645","0","perfect","1","92.3023101642977","88.0103610179117","100","100","100","90.1563355911047","100","0",1.5
"142","5","nInfected","0.645","0","perfect","1","77.3000968155727","72.8496445402671","100","100","100","75.07487067792","100","0",1.5
"143","7","Infectiousness","0.645","0","perfect","1","86.0915089695334","81.7167561888311","100","100","100","83.9041325791822","100","0",1.5
"144","7","nInfected","0.645","0","perfect","1","71.0965737159568","66.5021194503922","100","100","100","68.7993465831745","100","0",1.5
"145","10","Infectiousness","0.645","0","perfect","1","84.9118574702365","80.4759428581539","100","100","100","82.6939001641952","100","0",1.5
"146","10","nInfected","0.645","0","perfect","1","72.6218419691251","68.0397425666767","100","100","100","70.3307922679009","100","0",1.5
"147","15","Infectiousness","0.645","0","perfect","1","68.5367102988138","63.8038307249301","100","100","100","66.1702705118719","100","0",1.5
"148","15","nInfected","0.645","0","perfect","1","58.8853541285302","54.0196281747642","100","100","100","56.4524911516472","100","0",1.5
"149","20","Infectiousness","0.645","0","perfect","1","65.5567272234908","60.8336442486835","100","100","100","63.1951857360872","100","0",1.5
"150","20","nInfected","0.645","0","perfect","1","49.1207755863138","44.1272505503592","100","100","100","46.6240130683365","100","0",1.5
"151","25","Infectiousness","0.645","0","perfect","1","56.7327607652158","51.8729224021401","100","100","100","54.3028415836779","100","0",1.5
"152","25","nInfected","0.645","0","perfect","1","41.696514630281","36.6182144739935","100","100","100","39.1573645521372","100","0",1.5
"153","30","Infectiousness","0.645","0","perfect","1","47.0046958509784","41.9220557504585","100","100","100","44.4633758007184","100","0",1.5
"154","30","nInfected","0.645","0","perfect","1","34.7101386005717","29.4608388020965","100","100","100","32.0854887013341","100","0",1.5
