"","test_freq","outcome","risk","delay","sensitivity","sens_multiplier","Lower","Upper","Min","Q1","Median","Mean","Q3","Max","R0"
"115","3","Infectiousness","0.645","3","random","1","40.7490746616686","40.0798561860085","100","63.6794111121875","40.5542842094272","40.4144654238385","16.7258245669022","0",1.5
"116","3","nInfected","0.645","3","random","1","31.3023494077008","30.8472183434267","100","47.0803115191379","27.7442714972844","31.0747838755637","13.4966630601292","0",1.5
"117","4","Infectiousness","0.645","3","random","1","35.9505908150996","35.2627592505692","100","59.0340575468485","37.1502266211362","35.6066750328344","9.96732629249507","0",1.5
"118","4","nInfected","0.645","3","random","1","29.2941196817711","28.8404077368408","100","43.0095662513792","24.6912125464654","29.0672637093059","10.4436041093102","0",1.5
"119","5","Infectiousness","0.645","3","random","1","32.4080333590861","31.703195129503","100","58.9078168180371","30.9456008343746","32.0556142442946","5.49208821492755","0",1.5
"120","5","nInfected","0.645","3","random","1","27.2833863921588","26.8253882063907","100","41.9918799344396","22.6558399125861","27.0543872992748","7.39054515849125","0",1.5
"121","7","Infectiousness","0.645","3","random","1","27.4688279790952","26.7508107937293","100","51.9712024613393","24.7581056891677","27.1098193864122","0.726934070888708","0",1.5
"122","7","nInfected","0.645","3","random","1","23.4898502290608","23.0259131963642","100","35.8857620328016","16.5497220109482","23.2578817127125","4.33748620767228","0",1.5
"123","10","Infectiousness","0.645","3","random","1","15.6249605971378","14.9372477987412","100","35.3802503713479","9.93564719499251","15.2811041979395","0","0",1.5
"124","10","nInfected","0.645","3","random","1","13.3226437689207","12.9122382330289","100","17.5674083278878","5.35517252461194","13.1174410009748","0.266740939913655","0",1.5
"125","15","Infectiousness","0.645","3","random","1","7.9495838489016","7.31675819726726","100","23.0987800867444","2.51138385808299","7.63317102308443","0","0",1.5
"126","15","nInfected","0.645","3","random","1","6.09011882442964","5.74289491969188","100","6.37285884155159","1.28442725685331","5.91650687206076","0","0",1.5
"127","20","Infectiousness","0.645","3","random","1","6.45259019064198","5.84025687653218","100","20.7797250972619","2.1821585672443","6.14642353358708","0","0",1.5
"128","20","nInfected","0.645","3","random","1","3.44640561659865","3.12249174705816","100","2.30211357379297","0","3.28444868182841","0","0",1.5
"129","25","Infectiousness","0.645","3","random","1","4.2276616728094","3.61783945537599","100","18.8785500105991","0","3.9227505640927","0","0",1.5
"130","25","nInfected","0.645","3","random","1","2.5836420029967","2.26911485567344","100","1.28442725685331","0","2.42637842933507","0","0",1.5
"131","30","Infectiousness","0.645","3","random","1","3.02189679759002","2.42433809699799","100","18.0734700392873","0","2.723117447294","0","0",1.5
"132","30","nInfected","0.645","3","random","1","1.71691173348601","1.41541962517877","100","0.266740939913655","0","1.56616567933239","0","0",1.5
"133","1","Infectiousness","0.645","5","random","1","32.321377603079","31.6171747933283","100","58.3327243652695","31.767319518482","31.9692761982036","5.8214485757276","0",1.5
